sample_name	condition	name	condition
chicken_brain_rna_1_ERR2812331	brain
chicken_brain_rna_2_ERR2812332	brain
chicken_brain_rna_3_ERR2812333	brain
chicken_liver_rna_1_ERR2812337	liver
chicken_liver_rna_2_ERR2812338	liver
chicken_liver_rna_3_ERR2812339	liver
chicken_liver_rna_4_ERR2812438	liver
chicken_liver_rna_5_ERR2812439	liver
