sample_name	condition	name	condition
platypus_liver_rna_1_ERR2812427	liver
platypus_liver_rna_2_ERR2812428	liver
platypus_liver_rna_3_ERR2812429	liver
platypus_testis_rna_1_ERR2812433	testis
platypus_testis_rna_2_ERR2812434	testis
platypus_testis_rna_3_ERR2812435	testis
