sample_name	condition	name	condition
platypus_brain_rna_1_ERR2812421	brain
platypus_brain_rna_2_ERR2812422	brain
platypus_brain_rna_3_ERR2812423	brain
platypus_testis_rna_1_ERR2812433	testis
platypus_testis_rna_2_ERR2812434	testis
platypus_testis_rna_3_ERR2812435	testis
