sample_name	condition	name	condition
human_brain_rna_1_ERR2812349	brain
human_brain_rna_2_ERR2812350	brain
human_brain_rna_3_ERR2812351	brain
human_testis_rna_1_ERR2812361	testis
human_testis_rna_2_ERR2812362	testis
human_testis_rna_3_ERR2812363	testis
