sample_name	condition	name	condition
mouse_brain_rna_1_ERR2812385	brain
mouse_brain_rna_2_ERR2812386	brain
mouse_brain_rna_3_ERR2812387	brain
mouse_spermatozoa_rna_1_ERR3771193	spermatozoa
mouse_spermatozoa_rna_2_ERR3771194	spermatozoa
