sample_name	condition	name	condition
mouse_elongatingSpermatids_rna_1_ERR3771181	elongatingSpermatids
mouse_elongatingSpermatids_rna_2_ERR3771182	elongatingSpermatids
mouse_spermatocytes_rna_1_ERR3771189	spermatocytes
mouse_spermatocytes_rna_2_ERR3771190	spermatocytes
