sample_name	condition	name	condition
chicken_brain_rna_1_ERR2812331	brain
chicken_brain_rna_2_ERR2812332	brain
chicken_brain_rna_3_ERR2812333	brain
chicken_testis_rna_1_ERR2812343	testis
chicken_testis_rna_2_ERR2812344	testis
chicken_testis_rna_3_ERR2812345	testis
