sample_name	condition	name	condition
mouse_elongatingSpermatids_rna_1_ERR3771181	elongatingSpermatids
mouse_elongatingSpermatids_rna_2_ERR3771182	elongatingSpermatids
mouse_testis_rna_1_ERR2812397	testis
mouse_testis_rna_2_ERR2812398	testis
mouse_testis_rna_3_ERR2812399	testis
