sample_name	condition	name	condition
mouse_roundSpermatids_rna_1_ERR3771185	roundSpermatids
mouse_roundSpermatids_rna_2_ERR3771186	roundSpermatids
mouse_spermatocytes_rna_1_ERR3771189	spermatocytes
mouse_spermatocytes_rna_2_ERR3771190	spermatocytes
