sample_name	condition	name	condition
macaque_brain_rna_1_ERR2812367	brain
macaque_brain_rna_2_ERR2812368	brain
macaque_brain_rna_3_ERR2812369	brain
macaque_liver_rna_1_ERR2812373	liver
macaque_liver_rna_2_ERR2812374	liver
macaque_liver_rna_3_ERR2812375	liver
