sample_name	condition	name	condition
macaque_liver_rna_1_ERR2812373	liver
macaque_liver_rna_2_ERR2812374	liver
macaque_liver_rna_3_ERR2812375	liver
macaque_testis_rna_1_ERR2812379	testis
macaque_testis_rna_2_ERR2812380	testis
macaque_testis_rna_3_ERR2812381	testis
