sample_name	condition	name	condition
platypus_brain_rna_1_ERR2812421	brain
platypus_brain_rna_2_ERR2812422	brain
platypus_brain_rna_3_ERR2812423	brain
platypus_liver_rna_1_ERR2812427	liver
platypus_liver_rna_2_ERR2812428	liver
platypus_liver_rna_3_ERR2812429	liver
